=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2018.12.10 05:59:55 =~=~=~=~=~=~=~=~=~=~=~=
1hm
ms -> 997ms, 1000ms -> 1000ms, 54.82 LDR mV | 8.29 lx | 995.58 hPa | 18.67 °C | 18.28 RH % | 0.00 CO vout raw | inf CO rs ohm
ms -> 997ms, 1000ms -> 1000ms, 54.82 LDR mV | 8.29 lx | 995.58 hPa | 18.67 °C | 18.28 RH % | 0.00 CO vout raw | inf CO rs ohm
SAP::STATUS {
  STATUS::OK == 0
  STATUS::BAD_WIRING_I2C_BME280 == 1
  STATUS::BAD_ILLUMINANCE == 2
};
--> sap.status: 0 <--
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.06 hPa | 20.14 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.06 hPa | 20.13 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.07 hPa | 20.12 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.03 hPa | 20.12 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.06 hPa | 20.10 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 20.08 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.13 hPa | 20.07 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.06 hPa | 20.06 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.07 hPa | 20.05 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 7.83 LDR mV | 2.36 lx | 996.08 hPa | 20.05 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.05 hPa | 20.04 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.05 hPa | 20.04 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.07 hPa | 20.02 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 3.92 LDR mV | 1.67 lx | 996.06 hPa | 20.02 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 7.83 LDR mV | 2.36 lx | 996.04 hPa | 20.00 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 3.92 LDR mV | 1.67 lx | 996.03 hPa | 19.99 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 3.92 LDR mV | 1.67 lx | 996.07 hPa | 19.98 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 3.92 LDR mV | 1.67 lx | 996.08 hPa | 19.98 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 7.83 LDR mV | 2.36 lx | 996.05 hPa | 19.96 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 3.92 LDR mV | 1.67 lx | 996.08 hPa | 19.96 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 3.92 LDR mV | 1.67 lx | 996.01 hPa | 19.94 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 7.83 LDR mV | 2.36 lx | 996.03 hPa | 19.93 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.05 hPa | 19.92 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.91 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 994ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.10 hPa | 19.90 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.05 hPa | 19.90 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.07 hPa | 19.89 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.08 hPa | 19.87 °C | 91.40 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.03 hPa | 19.87 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.05 hPa | 19.85 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.07 hPa | 19.84 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.03 hPa | 19.83 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 995.99 hPa | 19.82 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.81 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.80 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.12 hPa | 19.80 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.10 hPa | 19.79 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.16 hPa | 19.78 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.77 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.77 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.08 hPa | 19.75 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.08 hPa | 19.75 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.07 hPa | 19.74 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.11 hPa | 19.72 °C | 92.47 RH % | 6.00 CO vout raw | 1710002.50 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.09 hPa | 19.71 °C | 92.47 RH % | 6.00 CO vout raw | 1710002.50 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.12 hPa | 19.71 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.12 hPa | 19.70 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.08 hPa | 19.68 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.05 hPa | 19.68 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.09 hPa | 19.67 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.07 hPa | 19.66 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.08 hPa | 19.65 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.07 hPa | 19.64 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.63 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.03 hPa | 19.62 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.04 hPa | 19.62 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.07 hPa | 19.61 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.08 hPa | 19.59 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.08 hPa | 19.59 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.07 hPa | 19.57 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.09 hPa | 19.56 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.08 hPa | 19.55 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.06 hPa | 19.53 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.04 hPa | 19.53 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.53 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.11 hPa | 19.52 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.06 hPa | 19.51 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.04 hPa | 19.51 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.11 hPa | 19.49 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.06 hPa | 19.49 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.46 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.09 hPa | 19.46 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.00 hPa | 19.45 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.07 hPa | 19.44 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 0.00 LDR mV | 0.00 lx | 996.06 hPa | 19.43 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 0.00 LDR mV | 0.00 lx | 996.03 hPa | 19.43 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 0.00 LDR mV | 0.00 lx | 996.12 hPa | 19.42 °C | 92.47 RH % | 5.00 CO vout raw | 2054018.62 CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 7.83 LDR mV | 2.36 lx | 996.08 hPa | 19.41 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 13ms, 995ms -> 994ms, 997ms -> 996ms, 1000ms -> 999ms, 7.83 LDR mV | 2.36 lx | 996.11 hPa | 19.40 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.06 hPa | 19.39 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.13 hPa | 19.38 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.08 hPa | 19.37 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.15 hPa | 19.37 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.09 hPa | 19.35 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.12 hPa | 19.35 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.06 hPa | 19.34 °C | 92.47 RH % | 6.00 CO vout raw | 1710002.50 CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.10 hPa | 19.33 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.09 hPa | 19.32 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.03 hPa | 19.31 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.10 hPa | 19.30 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.06 hPa | 19.28 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.06 hPa | 19.28 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.08 hPa | 19.28 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.13 hPa | 19.26 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.12 hPa | 19.25 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.10 hPa | 19.25 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.12 hPa | 19.24 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.08 hPa | 19.23 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.14 hPa | 19.22 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.07 hPa | 19.21 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 995ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.10 hPa | 19.20 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.19 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.08 hPa | 19.19 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.10 hPa | 19.18 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.00 hPa | 19.16 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.11 hPa | 19.15 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.06 hPa | 19.15 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 7.83 LDR mV | 2.36 lx | 996.14 hPa | 19.15 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.11 hPa | 19.14 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 3.92 LDR mV | 1.67 lx | 996.15 hPa | 19.13 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.08 hPa | 19.12 °C | 92.47 RH % | 7.00 CO vout raw | 1464276.62 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1000ms, 0.00 LDR mV | 0.00 lx | 996.09 hPa | 19.11 °C | 92.47 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.12 hPa | 19.10 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.09 hPa | 19.09 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 995ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.07 hPa | 19.09 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.14 hPa | 19.08 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.11 hPa | 19.08 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.10 hPa | 19.06 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 3.92 LDR mV | 1.67 lx | 996.13 hPa | 19.06 °C | 92.47 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 15ms, 995ms -> 996ms, 997ms -> 998ms, 1000ms -> 1001ms, 7.83 LDR mV | 2.36 lx | 996.07 hPa | 19.05 °C | 94.62 RH % | 0.00 CO vout raw | inf CO rs ohm
14ms -> 14ms, 995ms -> 995ms, 997ms -> 997ms, 1000ms -> 1001ms, 0.00 LDR mV | 0.00 lx | 996.10 hPa | 19.04 °C | 94.62 RH % | 1.00 CO vout raw | 10310407.00 CO rs ohm
